session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_3_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_3,3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Progressive (15-35%),Increase by 20%,Maintain current levels,Open borders,No new regulations,Profile B,0.25,5,0.25,"I chose Profile B because it balances reasonable taxes with meaningful investments in healthcare and education, supports sensible/humane immigration policy, and pursues practical climate action—aligning with my urban, college-educated, centrist, fiscally responsible preferences.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_4_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_4,4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Maintain current levels,Double public school funding,Reduce by 50%,No new regulations,Current rates maintained,Decrease by 15%,Maintain current levels,Points-based system,Green subsidies only,Profile A,0.25,6,0.25,"As a 67-year-old college-educated Republican on a moderate income, I prefer lower taxes and fiscal responsibility coupled with protecting healthcare/retirement, sensible education funding, stronger immigration controls, and pragmatic, market-based climate measures—qualities Profile A best balances.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_5_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_5,5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Decrease by 15%,Double public school funding,Open borders,Green subsidies only,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.25,6,0.12,"I picked Profile A because, as a low-income suburban Democrat, I want affordable healthcare and more education funding, strong climate action, humane immigration policy, and tax policies that don’t overly burden working families.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_6_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_6,6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,10% flat tax,Increase by 20%,Double public school funding,Open borders,No new regulations,Profile B,0.3,5,0.2,"I chose Profile B because its moderate, pragmatic mix of policies—reasonable taxes, targeted healthcare and education spending, sensible immigration reform, and practical climate action—best matches my background and values as a 23-year-old college-educated, urban resident with a middle-income and independent political stance.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_7_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_7,7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,10% flat tax,Decrease by 15%,Shift to voucher system,Open borders,No new regulations,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,No new regulations,Profile B,0.2,5,0.2,"As a 59-year-old rural Republican with modest income and no college, I prefer policies that keep taxes moderate, focus spending on practical local healthcare and job-focused education, have stricter immigration to protect local jobs and safety, and pursue sensible climate measures that won’t harm rural livelihoods.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_8_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260405T113918Z_bdod6b_8,8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2_g8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Points-based system,No new regulations,Current rates maintained,Maintain current levels,Shift to voucher system,Reduce by 50%,Carbon tax ($50/ton),Profile A,0.2,6,0.2,"I chose Profile A because it aligns with my background as a 45-year-old, college-educated suburban Democrat with a comfortable household income and reflects my priorities: stronger investment in healthcare and education, decisive climate action, humane but practical immigration policy, and moderate taxes to fund those priorities without harming economic stability.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Points-based system,Green subsidies only,Current rates maintained,Decrease by 15%,Double public school funding,Points-based system,Green subsidies only,Profile A,0.12,6,0.12,"I chose Profile A because, as a 34-year-old college-educated urban Democrat with a household income of $60k–$100k, I prioritize expanded healthcare and education funding, meaningful climate action, humane immigration policies, and a reasonable tax rate that balances social investment with my personal financial concerns.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_2_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_2,2,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g2,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,No new regulations,Profile B,0.2,6,0.25,"I picked this profile because as a 52-year-old rural Republican with no college and a $30k–$60k income, I prefer lower taxes, limited government spending, stricter immigration controls, and practical climate/energy policies that protect jobs and my community.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_3_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_3,3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Current rates maintained,Decrease by 15%,Double public school funding,Points-based system,No new regulations,Profile A,0.2,6,0.2,"I chose Profile A because it balances lower taxes with targeted investments in healthcare and education, sensible immigration reforms, and pragmatic climate action—matching my preference as an urban, college‑educated independent for fiscally responsible, practical policies.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_4_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_4,4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Current rates maintained,Maintain current levels,Maintain current levels,Reduce by 50%,No new regulations,Profile B,0.1,6,0.1,"As a 67-year-old suburban Republican with a college education and moderate income, I chose Profile B because it strikes the best balance for me between fiscal restraint and protecting healthcare/retirement security, supports sensible education funding, favors stronger immigration controls, and emphasizes pragmatic, market-based climate solutions.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_5_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_5,5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Maintain current levels,Points-based system,No new regulations,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,Carbon tax ($50/ton),Profile B,0.18,6,0.18,"I chose Profile B because, as a 41-year-old low-income Democrat in the suburbs, it best balances affordable healthcare and increased education funding, supports strong climate action and humane immigration policies, and keeps taxes from unduly burdening working families.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_6_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_6,6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Maintain current levels,Points-based system,No new regulations,Current rates maintained,Maintain current levels,Maintain current levels,Open borders,Green subsidies only,Profile B,0.2,5,0.2,"I chose Profile B because its moderate, pragmatic mix—reasonable taxes, targeted healthcare and education spending, sensible immigration policy, and practical climate action—aligns with my priorities as a 23-year-old, college-educated, urban independent with a middle income.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_7_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_7,7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Maintain current levels,Double public school funding,Points-based system,Green subsidies only,Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.2,5,0.2,"I chose this profile because as a 59-year-old rural Republican with modest income and no college I prefer lower taxes, practical local healthcare and job-focused education, stricter immigration to protect jobs and safety, and sensible climate policies that won’t hurt rural livelihoods.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_8_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260405T113918Z_bdod6b_8,8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3_g8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Decrease by 15%,Maintain current levels,Open borders,Green subsidies only,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,No new regulations,Profile B,0.2,6,0.2,"I chose Profile B because, as a 45-year-old college-educated suburban Democrat with a household income over $100k, I prefer policies that boost healthcare and education funding, take meaningful climate action, adopt humane but practical immigration measures, and set taxes at a level that responsibly funds these priorities without undue economic strain.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Progressive (15-35%),Maintain current levels,Double public school funding,Points-based system,No new regulations,Profile B,0.12,6,0.12,"I chose Profile B because, as a 34-year-old college-educated urban Democrat earning $60k–$100k, I prefer a proposal that expands healthcare and education, takes meaningful climate action, supports humane immigration policy, and uses a tax rate that balances funding those priorities with my household’s financial concerns.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_2_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_2,2,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g2,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.2,6,0.2,"I picked this profile because it matches my background—52‑year‑old rural Republican with no college and a $30k–$60k income—and reflects my preference for lower taxes, limited government spending, stricter immigration control, and practical climate/energy policies that protect local jobs.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_3_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_3,3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g3,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Decrease by 15%,Maintain current levels,Points-based system,No new regulations,Progressive (15-35%),Maintain current levels,Shift to voucher system,Reduce by 50%,Carbon tax ($50/ton),Profile B,0.25,6,0.25,"I chose Profile B because it strikes a pragmatic balance—moderate taxes with strong investments in healthcare and education, sensible/humane immigration policy, and practical climate action—which fits my urban, college-educated, independent perspective favoring fiscally responsible, evidence-based solutions.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_4_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_4,4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g4,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,No new regulations,Progressive (15-35%),Decrease by 15%,Maintain current levels,Reduce by 50%,Green subsidies only,Profile A,0.2,6,0.25,"I chose Profile A because it best matches my priorities as a 67-year-old suburban Republican: lower taxes and fiscal responsibility, protections for healthcare and retirement, sensible education funding, stronger immigration controls, and pragmatic, market-based climate solutions.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_5_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_5,5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g5,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"I chose Profile B because as a 41-year-old low-income Democrat in the suburbs, I prioritize affordable healthcare and increased education funding, strong climate action and humane immigration policies, and tax policies that don’t unduly burden working families.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_6_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_6,6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g6,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,Current rates maintained,Maintain current levels,Maintain current levels,Reduce by 50%,No new regulations,10% flat tax,Increase by 20%,Maintain current levels,Open borders,Green subsidies only,Profile B,0.2,5,0.2,"I chose Profile B because its moderate, pragmatic mix of reasonable taxes, targeted healthcare and education spending, sensible immigration policy, and practical climate action best fits my priorities as a 23-year-old, college-educated urban independent with a middle income.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_7_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_7,7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g7,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Increase by 20%,Maintain current levels,Open borders,Green subsidies only,Progressive (15-35%),Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Profile B,0.3,6,0.3,"I chose this profile because as a 59-year-old rural Republican with modest income and no college degree I prefer lower taxes, practical investments in local healthcare and job-focused education, stricter immigration to protect local jobs and safety, and common-sense climate policies that won’t hurt rural livelihoods.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_8_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260405T113918Z_bdod6b_8,8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4_g8,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Increase by 20%,Shift to voucher system,Open borders,Carbon tax ($50/ton),Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.2,6,0.2,"I chose Profile A because it best matches my priorities as a 45-year-old, college-educated suburban Democrat with a comfortable income: stronger healthcare and education funding, decisive climate action, humane immigration policies, and moderate taxes to responsibly fund those priorities.",,,
conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1_conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r5_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Open borders,Carbon tax ($50/ton),Current rates maintained,Decrease by 15%,Double public school funding,Points-based system,No new regulations,Profile A,0.12,6,0.12,"As a 34-year-old, college-educated urban Democrat earning $60k–$100k, I chose this profile because it increases healthcare and education funding, pursues meaningful climate action, supports humane immigration policies, and uses a tax rate that balances social investment with my household’s financial concerns.",,,
