depolarization_index_1issue_change,affect_index_change,issue_index_global_change,other_party_change,social_distance_change,outgroup_stereotype_change,gender,age,college,white,knowledge_counter,extraversion,agreeable,consecientious,emotionally_stable,open_new_experiences,political_interest,strong_partisan,percent_other_party_exposure,democrat,sevenpoint_ideology,regionMidwest,regionSouth,regionWest,faminc_val,republican,faminc_notsay,fully_compliant,treatment_assigned,displayCondition,chatID_full,fully_compliant_CORRECT,fully_compliant_INCORRECT,fully_compliant_NONE,treatment_assigned_CORRECT,treatment_assigned_INCORRECT,treatment_assigned_NONE
-2.096551094,-0.058333333,-0.226666667,NA,0.45,-0.333333333,2,66,0,0,2,5,3.5,5,4,4,3,1,NA,1,2,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.882758355,0.083333333,0.036666667,0,0,-0.25,1,67,1,1,3,1,1.5,1,1,1.5,4,1,10,1,3,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,CORRECT,05exNmbr40XKcY5yCzId,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.862324134,-0.100555556,-0.016666667,-0.135,0,0.166666667,2,50,0,1,1,7,3,6,4.5,2,4,1,60,1,1,TRUE,FALSE,FALSE,-0.204182657,0,FALSE,1,1,INCORRECT,0PDtMkAAKfDKaBKcXUpM,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.561259942,-0.076296296,0,-0.04,0.133333333,0.055555556,2,67,1,0,3,3,1.5,2,3,2,3,1,30,1,3,FALSE,FALSE,FALSE,-0.204182657,0,FALSE,0,1,NONE,0bYR7WvWuzeodBKpsckz,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-1.265559432,-0.17537037,0.003333333,-0.015,0.233333333,0.277777778,2,59,1,1,1,1,1.5,1,1,1.5,3,1,2,0,6,FALSE,TRUE,FALSE,0.084173221,1,FALSE,0,0,CONTROL,CONTROL_44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.593954696,-0.035925926,0.116666667,-0.08,0,0.027777778,2,54,1,1,3,7,1.5,2,2,2.5,4,0,30,1,2,TRUE,FALSE,FALSE,0.949240852,0,FALSE,0,0,ROBUST,ROBUST_45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.200255368,0.007222222,0.02,-0.045,-0.15,0.083333333,1,66,1,1,3,5,2.5,2,3,3,4,1,35,1,2,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,0,0,ROBUST,ROBUST_46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.332311222,-0.064444444,-0.116666667,-0.01,0.183333333,0,2,50,0,1,1,4,2,1.5,1.5,3.5,4,1,5,0,6,FALSE,TRUE,FALSE,-0.060004718,1,FALSE,0,0,ROBUST,ROBUST_47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.166198332,-0.010740741,0.033333333,-0.06,0,-0.027777778,2,60,1,1,3,3.5,1.5,2.5,2,2.5,3,0,50,0,6,FALSE,TRUE,FALSE,0.300440129,1,FALSE,1,1,CORRECT,DO76E1BZZTZqCaPcxJRX,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.08028916,0.013148148,-0.16,0.095,0.083333333,-0.027777778,1,65,0,1,3,6,3,2.5,4,3,4,0,25,0,5,TRUE,FALSE,FALSE,-0.348360595,1,FALSE,0,0,ROBUST,ROBUST_51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.959046115,0.10037037,0.03,-0.16,-0.266666667,-0.194444444,2,64,1,0,2,4,1.5,3.5,1.5,4,4,0,90,0,5,FALSE,FALSE,TRUE,-0.060004718,1,FALSE,1,1,INCORRECT,0PDtMkAAKfDKaBKcXUpM,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.34738176,-0.017222222,-0.03,0.015,0.066666667,0,2,50,0,1,1,3.5,3.5,2.5,2,3,3,0,50,1,4,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,0,0,CONTROL,CONTROL_54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.287441378,0.010925926,-0.05,0.005,0,-0.027777778,1,65,0,1,3,6,2.5,3.5,2.5,3.5,4,1,20,0,6,TRUE,FALSE,FALSE,0.300440129,1,FALSE,1,1,INCORRECT,1h32pJZ8H88MDFplY0SU,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1.096636537,0.129074074,0.02,-0.035,-0.2,-0.222222222,2,74,1,1,3,3,4.5,2,1.5,2.5,4,1,20,0,6,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,1,1,INCORRECT,FxDzqPMXtMJSMo2BesJK,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2.130608129,0.096296296,0.193333333,0,-0.233333333,-0.055555556,1,58,0,1,3,1.5,3,1,4.5,1,4,1,10,1,1,FALSE,FALSE,TRUE,0.084173221,0,FALSE,0,0,ROBUST,ROBUST_61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.8322685,-0.087407407,-0.161666667,-0.04,0,0.222222222,1,35,1,1,2,2.5,2.5,2.5,2.5,2.5,4,1,20,1,2,TRUE,FALSE,FALSE,0.588796006,0,FALSE,0,0,CONTROL,CONTROL_63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.923626798,0.145555556,-0.02,-0.03,-0.3,-0.166666667,2,65,1,0,3,7,1.5,5,3,1,3,0,50,1,3,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,1,1,INCORRECT,0q6SuqOOFv2lq7rCwwmk,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.479523057,0.045185185,0.02,-0.22,-0.3,-0.055555556,1,72,0,1,2,5.5,2,1.5,1.5,3.5,4,1,10,0,6,FALSE,FALSE,FALSE,-0.204182657,1,FALSE,0,0,ROBUST,ROBUST_65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.961770677,-0.004074074,-0.126666667,0.11,0.15,-0.027777778,1,35,1,1,3,1,3.5,5.5,5.5,3,4,0,25,1,3,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,0,0,ROBUST,ROBUST_67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.182545709,-0.008148148,-0.016666667,0.07,0.066666667,0.027777778,1,63,0,1,2,6,2,2,3.5,4.5,4,1,20,0,7,TRUE,FALSE,FALSE,-0.852976171,1,FALSE,1,1,INCORRECT,0ECFxYqUpOsOOKYj1J2L,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.871860104,0.106851852,0.011666667,0.265,0.083333333,-0.138888889,2,43,1,1,3,3,4,5,4,3,4,0,NA,0,4,FALSE,FALSE,FALSE,0.300440129,1,FALSE,0,0,CONTROL,CONTROL_70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2.378543347,0.2,0.123333333,-0.05,-0.566666667,-0.083333333,2,54,0,1,1,4,3.5,4,4.5,4,3,1,30,0,5,FALSE,FALSE,FALSE,-0.348360595,1,FALSE,1,1,NONE,0FqUT0i4MFxsXKMoqwKP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-1.508045524,-0.195,-0.01,-0.085,0.166666667,0.333333333,1,58,0,1,2,6,1,1,2,2,4,0,50,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,1,1,INCORRECT,0kMHyqRU3US9gB5pGVsj,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.053128975,0.053888889,-0.046666667,-0.005,-0.2,0.033333333,1,48,0,1,1,5,1,1,1,1.5,3,1,25,0,7,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,0,0,CONTROL,CONTROL_74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.147126393,0.126666667,-0.146666667,0.43,-0.033333333,0.083333333,2,67,0,1,2,4,4,4,4,4,2,0,NA,0,6,FALSE,TRUE,FALSE,0.084173221,1,FALSE,0,1,NONE,9gBGZJR1Pg63KxpGvSJE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.852788164,0.082592593,0.033333333,-0.03,-0.166666667,-0.111111111,1,65,0,0,2,4.5,4,2,1,3,4,0,5,0,6,FALSE,TRUE,FALSE,1.525952607,1,FALSE,1,1,INCORRECT,0t8gRY4VNGoQkRH7xZzn,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.148488674,-0.039814815,0.06,-0.075,-0.066666667,0.111111111,2,64,1,1,3,4,1.5,2,1.5,2,4,1,50,1,3,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,NONE,0VLXzm8Vhz86Lh64SAEU,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.764239873,-0.060555556,-0.043333333,-0.015,0.083333333,0.083333333,2,69,0,0,2,6.5,1,1,1.5,3.5,4,1,98,0,6,TRUE,FALSE,FALSE,-0.780894411,1,FALSE,0,0,ROBUST,ROBUST_83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.543550284,0.052222222,0.021666667,-0.01,0,-0.166666667,2,68,0,0,2,4.5,3.5,1,2.5,3,4,1,NA,0,7,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,CONTROL,CONTROL_84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.187994835,0.027777778,-0.053333333,-0.05,-0.133333333,0,2,60,0,1,3,3.5,2.5,3.5,4,5.5,4,1,NA,0,6,FALSE,FALSE,FALSE,-0.492538534,1,FALSE,0,0,ROBUST,ROBUST_85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.644359108,-0.041296296,0.128888889,-0.135,-0.066666667,0.055555556,2,32,1,1,2,5,2.5,1.5,1,4,3,1,30,0,7,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.882758355,-0.003333333,0.123333333,-0.01,0,0,1,53,0,1,3,4.5,3.5,2.5,1.5,1.5,4,0,15,0,5,FALSE,FALSE,FALSE,-0.997168528,1,TRUE,1,1,CORRECT,0PlwinuOlg8i3LfXmOFb,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.750617058,-0.002037037,-0.1,0.105,0,0.111111111,2,31,0,1,1,6,4,1,3,2,2,0,NA,0,5,FALSE,FALSE,TRUE,-0.852976171,1,FALSE,1,1,INCORRECT,2L8UbM9Iy5EYO1SpQm8J,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.49178359,-0.048518519,-0.018333333,-0.09,0.166666667,-0.111111111,1,73,1,1,3,5.5,2,2,3.5,3,3,0,40,0,5,FALSE,TRUE,FALSE,6.21174282,1,FALSE,0,0,CONTROL,CONTROL_90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.390974765,-0.006851852,0.06,0.035,0,0.055555556,1,62,1,1,3,2,2,1,1.5,1,4,1,NA,0,7,FALSE,FALSE,TRUE,3.328176839,1,FALSE,1,1,NONE,0w0Q9dzHAe3Tn48VDGsu,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.65525736,-0.004259259,0.093333333,0.015,0,0.027777778,2,58,0,1,2,5,2.5,3,3,4,4,0,50,0,4,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,NONE,2gBvwZRDe51Ae73eDabo,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-1.206981332,-0.164074074,0,-0.07,0.2,0.222222222,2,72,1,1,3,6,1.5,1.5,4,4,4,1,50,0,6,FALSE,FALSE,TRUE,2.2468423,1,FALSE,1,1,NONE,5RLTpN2NtCMuFrlfbg5h,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.331034383,-0.041666667,-0.003333333,NA,-0.083333333,0.166666667,2,76,0,1,2,4,3.5,4,3.5,3.5,NA,1,10,0,7,FALSE,TRUE,FALSE,-0.492538534,1,FALSE,0,1,NONE,8qU0iS5eRHq5tpJIjcpp,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.273818564,0.080555556,-0.043333333,0.025,-0.216666667,0,1,58,0,1,3,3,2.5,1,1.5,1,4,0,20,0,7,FALSE,TRUE,FALSE,0.949240852,1,FALSE,1,1,CORRECT,0vK0WFmYAnvUS9cZFsLU,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.817368848,-0.052777778,-0.058333333,0.025,0.016666667,0.166666667,1,64,0,1,3,6.5,2,2.5,2.5,3.5,4,1,40,1,2,FALSE,TRUE,FALSE,0.588796006,0,FALSE,0,0,CONTROL,CONTROL_99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2.157853758,0.134444444,0.158888889,0.22,-0.266666667,0.083333333,1,56,0,0,3,2,3.5,1.5,2.5,3,3,0,20,0,6,TRUE,FALSE,FALSE,0.084173221,1,FALSE,0,0,CONTROL,CONTROL_100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2.601957498,0.153703704,0.2,0.35,0,-0.111111111,2,32,1,1,2,5,5,1,4.5,3.5,2,1,50,0,5,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.802298309,-0.161666667,-0.083333333,-0.185,0.133333333,0.166666667,1,76,1,1,3,2.5,2.5,1.5,1.5,2,4,1,20,1,3,TRUE,FALSE,FALSE,0.588796006,0,FALSE,0,1,CORRECT,NsCvCwQY4Gv3DhRLFr51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.361004574,-0.034259259,0.083333333,0.325,0.15,0.277777778,2,38,0,0,1,3.5,4.5,3,2,3.5,3,1,45,0,3,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,1,1,NONE,K1qIkGCQ8hz33tyhNAJR,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.053128975,0.033888889,-0.026666667,0.035,-0.066666667,0,1,64,1,1,3,2.5,4,3,4,2.5,4,1,10,1,1,TRUE,FALSE,FALSE,-0.492538534,0,FALSE,0,0,ROBUST,ROBUST_107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.805108315,0.030555556,-0.14,NA,-0.033333333,-0.027777778,2,67,1,1,2,3.5,4,1.5,2.5,2.5,4,1,2,0,7,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.730182837,-0.054074074,0.153333333,-0.04,0.15,-0.027777778,1,73,1,1,3,2.5,3.5,1.5,1.5,3.5,4,1,50,0,6,FALSE,FALSE,FALSE,-0.997168528,1,TRUE,0,1,INCORRECT,LV5sfWxAqqGTzSsJINwM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.193443961,-0.077037037,0.103333333,-0.02,0.1,0.111111111,1,55,0,0,1,3,2,3,2,3,2,0,30,1,2,FALSE,TRUE,FALSE,0.084173221,0,FALSE,0,1,INCORRECT,KFlDvNH2NERftevcUOsJ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.544912565,-0.090740741,0.016666667,-0.05,0.083333333,0.138888889,1,70,1,1,3,7,5,2.5,4.5,3,4,0,NA,1,4,FALSE,TRUE,FALSE,2.2468423,0,FALSE,1,1,NONE,KsvY1Dt9WZtFkXGvLvDg,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2.325414372,0.116111111,0.2,0.015,-0.333333333,0,1,65,0,1,2,1,2.5,1,5.5,2,4,1,1,0,7,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,1,1,INCORRECT,MBa9UY0GcqsZRTG1Qjmo,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.535376595,-0.062777778,-0.01,-0.105,0,0.083333333,1,59,0,1,3,4,1,1,1,1,4,1,50,1,4,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,0,CONTROL,CONTROL_119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.370540544,0.06537037,-0.015,0.035,-0.133333333,-0.027777778,1,73,1,1,3,7,4.5,1,3,5,4,0,50,0,7,FALSE,FALSE,TRUE,-0.204182657,1,FALSE,0,0,CONTROL,CONTROL_122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.26973172,0.103333333,-0.066666667,-0.04,-0.1,-0.25,1,53,1,1,3,4,2,3.5,1.5,3,4,1,10,1,1,FALSE,TRUE,FALSE,0.084173221,0,FALSE,0,1,CORRECT,58OFDOXn3A3PEsJGF72L,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.587143289,-0.036851852,0.116666667,-0.005,0.05,0.055555556,1,67,0,1,2,4,1,1,2,3.5,4,0,30,0,6,FALSE,TRUE,FALSE,0.084173221,1,FALSE,1,1,INCORRECT,25xrHpZos4LpSYR9FJc5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1.26283487,0.108333333,0.063333333,0.275,-0.3,0.25,2,45,0,1,1,4,2.5,2.5,2.5,2.5,3,1,50,1,2,FALSE,FALSE,FALSE,-0.636716472,0,FALSE,0,1,CORRECT,FducTCtXSBk5YahXM9Ss,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.246572936,0.010185185,0.023333333,-0.025,0,-0.055555556,1,75,1,1,3,7,3.5,5.5,3,2.5,4,1,10,1,2,FALSE,FALSE,TRUE,-0.492538534,0,FALSE,0,1,INCORRECT,2n4IJzuLG3IOdB2UhiEK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.147126393,-0.003333333,-0.016666667,-0.01,0.166666667,-0.166666667,2,51,0,1,0,4.5,1,1,2.5,4.5,3,0,10,0,4,FALSE,FALSE,FALSE,0.084173221,1,FALSE,1,1,CORRECT,2bG3t36N9fpJdtEBnV60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.352830886,-0.027962963,-0.02,-0.045,0.066666667,-0.027777778,1,53,1,0,3,5.5,4,1,3,1.5,4,1,10,0,6,FALSE,FALSE,FALSE,3.328176839,1,FALSE,0,1,NONE,UgLaAcXbLOZwqflcrQZe,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-2.398977568,-0.149444444,-0.176666667,-0.465,-0.016666667,0,1,25,0,1,1,4,4.5,4,4,4.5,3,0,11,0,5,FALSE,TRUE,FALSE,0.084173221,1,FALSE,1,1,INCORRECT,0rpmLs6RylSI948sAAFL,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.024521065,-0.003333333,0.006666667,-0.01,0,0,1,59,0,0,2,5,2,3,2.5,3,4,1,NA,1,4,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,0,1,CORRECT,8gvKwsUqlPusrNEHIYXr,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2.276372241,0.169444444,0.14,0.025,-0.4,-0.083333333,2,71,1,1,3,1,1,1,1,1,4,1,NA,0,6,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,0,ROBUST,ROBUST_136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
