session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_3,3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Progressive (15-35%),Maintain current levels,Double public school funding,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"As an urban, college-educated 28-year-old with a high income and independent political views, I picked Profile B because it strikes the balance I prefer: reasonable taxes that don’t overly burden my earnings, targeted investments in healthcare and education, pragmatic immigration policy, and meaningful climate action—combining fiscal responsibility with strong public services and environmental priorities.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_4,4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Maintain current levels,Double public school funding,Open borders,No new regulations,10% flat tax,Increase by 20%,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"As a 67-year-old suburban Republican on a fixed income, I chose Profile B because it balances lower taxes and fiscal responsibility with sensible healthcare support for seniors, reasonable education funding, stronger immigration controls, and moderate climate policies that won’t overly burden the economy.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_5,5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,Carbon tax ($50/ton),Progressive (15-35%),Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile A,0.1,5,0.1,"I chose Profile A because as a 41-year-old suburban Democrat with no college and a household income under $30k, I prefer stronger healthcare and education spending, compassionate immigration policies, and meaningful climate action—even if it means somewhat higher taxes—because these priorities would make life more affordable and secure for me and my community.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_6,6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Maintain current levels,Double public school funding,Points-based system,No new regulations,10% flat tax,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile A,0.25,5,0.25,"I chose Profile A because it balances modest taxes with solid investment in healthcare and education, takes a pragmatic approach to immigration, and supports realistic climate action—aligning with my priorities as a young, college-educated urban independent who wants practical policies that protect services without overburdening my income.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_7,7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,10% flat tax,Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,10% flat tax,Maintain current levels,Shift to voucher system,Open borders,No new regulations,Profile A,0.2,6,0.1,"I picked Profile A because as a 59‑year‑old rural Republican with a modest income, I prefer lower taxes and responsible spending, practical healthcare and education policies that won’t raise my taxes too much, firmer immigration control, and climate steps that protect local jobs.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,conjoint_policy_experiment_20260518T134252Z_bdod6b_8,8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2_g8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Decrease by 15%,Double public school funding,Points-based system,Green subsidies only,Profile B,0.35,6,0.35,"I chose Profile B because, as a 45-year-old college-educated suburban Democrat with a comfortable income, I prioritize strong healthcare and education funding, decisive climate action, and sensible immigration policy funded by moderate taxes—Profile B best matches that balance.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_1_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_1,1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,Progressive (15-35%),Increase by 20%,Shift to voucher system,Reduce by 50%,No new regulations,Profile A,0.2,6,0.2,"I chose Profile A because its higher healthcare and education funding, ambitious climate action, and humane immigration stance align with my priorities as an urban, college-educated Democrat; I’m willing to accept somewhat higher taxes to fund investments that promote equity and long-term wellbeing.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_2_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_2,2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Decrease by 15%,Maintain current levels,Open borders,Green subsidies only,Progressive (15-35%),Decrease by 15%,Double public school funding,Points-based system,Carbon tax ($50/ton),Profile A,0.2,6,0.2,"I chose Profile A because as a 52-year-old rural Republican with a modest income and no college degree, I prefer lower taxes, targeted healthcare and education spending (especially job and trade training), stricter immigration to protect local jobs and services, and practical climate measures that won’t raise costs for working families.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_3,3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Open borders,Carbon tax ($50/ton),10% flat tax,Increase by 20%,Double public school funding,Points-based system,No new regulations,Profile B,0.3,6,0.2,"I chose Profile B because it balances moderate taxes with strong healthcare and education investments, supports pragmatic immigration policy, and commits to meaningful climate action—aligning with my priorities as an urban, college‑educated 28‑year‑old with a high income who values both fiscal responsibility and robust public services.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_4,4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,Green subsidies only,Profile A,0.2,6,0.2,"As a 67-year-old suburban Republican on a fixed income, I chose Profile A because it emphasizes lower taxes and fiscal responsibility while still providing targeted healthcare for seniors, reasonable education funding, stronger immigration controls, and moderate climate policies that won’t overly burden the economy.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_5,5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Progressive (15-35%),Decrease by 15%,Double public school funding,Open borders,Green subsidies only,Profile B,0.15,5,0.15,"I picked Profile B because, as a 41-year-old suburban Democrat with no college and a household income under $30k, I want stronger healthcare and education support, compassionate immigration policy, and real climate action—while keeping taxes and costs manageable for low-income families like mine.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_6,6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Current rates maintained,Increase by 20%,Maintain current levels,Points-based system,Green subsidies only,Profile B,0.25,5,0.25,"I chose Profile B because it balances modest taxes with strong investment in healthcare and education, supports pragmatic immigration policies, and pursues realistic climate action—matching my priorities as a young, college-educated urban independent with a moderate income who wants effective services without excessive tax burdens.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_7,7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.1,6,0.1,"I chose this profile because as a 59‑year‑old rural Republican with a modest income and no college degree, I prefer lower taxes, cautious government spending, firmer immigration control, practical healthcare and education policies that won’t raise my taxes, and climate actions that protect local jobs.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,conjoint_policy_experiment_20260518T134252Z_bdod6b_8,8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3_g8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Decrease by 15%,Shift to voucher system,Reduce by 50%,Green subsidies only,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile B,0.25,6,0.25,"As a 45-year-old college-educated suburban Democrat with a comfortable income, I prioritize strong healthcare and education funding, decisive climate action, and sensible immigration policy funded by moderate taxes—Profile B best matched those priorities.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_1_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_1,1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Profile B,0.2,6,0.2,"I chose this profile because it matches my priorities as an urban, college-educated Democrat: stronger healthcare and education funding, ambitious climate action, and a humane immigration approach. I’m willing to accept moderate tax increases to fund public investments that promote equity and long-term wellbeing.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_2_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_2,2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,Carbon tax ($50/ton),Progressive (15-35%),Maintain current levels,Maintain current levels,Reduce by 50%,Green subsidies only,Profile B,0.2,6,0.2,"I chose Profile B because it fits my priorities as a 52‑year‑old rural Republican with a modest income: lower taxes, targeted healthcare and education (especially job/trade training), stricter immigration to protect local jobs, and practical climate measures that won’t raise costs for working families.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_3,3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Green subsidies only,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Profile B,0.2,6,0.2,"I chose Profile B because it balances moderate taxes with strong investments in healthcare and education, supports pragmatic immigration policy, and commits to meaningful climate action—aligning with my priorities as an urban, college‑educated 28‑year‑old with a high income who values both fiscal responsibility and robust public services.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_4,4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,10% flat tax,Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"As a 67-year-old suburban Republican on a fixed income, I chose this profile because it emphasizes lower taxes and fiscal responsibility, preserves targeted healthcare support for seniors, provides reasonable education funding without excessive spending, favors stronger immigration controls, and adopts moderate climate policies that won’t unduly burden the economy.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_5,5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Increase by 20%,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.1,5,0.1,"As a 41-year-old suburban Democrat with no college and a household income under $30k, I prioritized policies that boost healthcare and education, support compassionate immigration approaches, and take meaningful climate action—while keeping taxes and costs manageable for low-income families like mine.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_6,6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.25,5,0.25,"I chose this profile because it balances modest taxes with solid investments in healthcare and education, supports pragmatic immigration policy, and pursues realistic climate action—aligning with my priorities as a young, college-educated urban independent with a moderate income.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_7,7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Current rates maintained,Decrease by 15%,Maintain current levels,Points-based system,No new regulations,10% flat tax,Decrease by 15%,Maintain current levels,Open borders,Green subsidies only,Profile A,0.1,6,0.1,"I chose this profile because as a 59-year-old rural Republican with a modest income and no college degree, I prefer lower taxes and limited government spending, firmer immigration controls, practical healthcare and education policies that won’t raise my taxes, and climate steps that protect local jobs.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,conjoint_policy_experiment_20260518T134252Z_bdod6b_8,8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4_g8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Profile A,0.15,6,0.15,"I chose Profile A because it balances responsible taxation with strong healthcare and education investments, sensible immigration policy, and meaningful climate action—aligning with my priorities as a 45-year-old, college-educated suburban Democrat with a comfortable income.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_1_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_1,1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Decrease by 15%,Maintain current levels,Points-based system,Green subsidies only,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Profile B,0.1,6,0.1,"As an urban, college-educated Democrat in my 30s with a moderate household income, I prioritize stronger healthcare and education funding, ambitious climate action, and humane immigration policies even if they require modest tax increases to invest in equity and long-term wellbeing.",,,
