session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_3,3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Maintain current levels,Double public school funding,Open borders,No new regulations,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,Carbon tax ($50/ton),Profile B,0.3,5,0.4,"I chose Profile B because it aligns with my centrist, pragmatic priorities as an urban, college‑educated independent: moderate taxes, targeted healthcare and education investments, sensible immigration policy, and realistic climate action.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_4,4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Increase by 20%,Shift to voucher system,Open borders,No new regulations,Profile A,0.2,6,0.25,"I chose this profile because it matches my background and political outlook: as a 67-year-old suburban Republican with a college degree and a $60k–$100k income, I favor lower taxes, measured government spending, stricter immigration controls, and pragmatic climate policies that consider economic impacts.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_5,5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Decrease by 15%,Maintain current levels,Open borders,No new regulations,Profile A,0.15,6,0.15,"It aligns with my demographics and political outlook — as a 41-year-old, lower-income, non-college-educated Democrat in a suburban area I favor stronger healthcare and education support, pro-immigrant policies, and active climate action.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_6,6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Open borders,No new regulations,Current rates maintained,Increase by 20%,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile A,0.12,6,0.12,"I chose Profile A because it balances moderate taxes with stronger healthcare and education spending, pragmatic immigration policy, and proactive climate measures—matching my priorities as a young, college-educated urban independent who favors social investment without extreme fiscal measures.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_7,7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Maintain current levels,Reduce by 50%,No new regulations,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.25,6,0.25,"I chose Profile A because as a 59-year-old rural Republican with modest income and no college degree, I favor lower taxes, practical healthcare and education support without large tax increases, stricter immigration controls, and cautious climate policies that protect local jobs and finances.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260405T113845Z_bdod6b_8,8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2_g8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Open borders,Green subsidies only,Progressive (15-35%),Increase by 20%,Maintain current levels,Points-based system,Green subsidies only,Profile B,0.35,5,0.35,"I chose Profile B because it aligns with my Democratic-leaning priorities: a tax plan that funds stronger healthcare and education, humane immigration policy, and ambitious climate action while preserving economic stability.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_1_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_1,1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Increase by 20%,Maintain current levels,Open borders,No new regulations,Progressive (15-35%),Increase by 20%,Double public school funding,Points-based system,No new regulations,Profile B,0.2,6,0.2,"I chose Profile B because its policy mix best reflects my priorities as a 34-year-old, college-educated Democrat living in an urban area: it emphasizes strong healthcare and education investment, humane immigration policy, ambitious climate action, and a tax approach that balances equity with fiscal responsibility.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_2_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_2,2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Increase by 20%,Shift to voucher system,Open borders,No new regulations,10% flat tax,Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile B,0.15,6,0.15,"I chose this profile because it aligns with my conservative, rural priorities—favoring lower taxes and limited government, stricter immigration enforcement, and pragmatic, fiscally responsible approaches to healthcare, education, and climate policy.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_3,3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Maintain current levels,Double public school funding,Open borders,Green subsidies only,Progressive (15-35%),Decrease by 15%,Maintain current levels,Points-based system,No new regulations,Profile A,0.2,5,0.2,"I chose Profile A because it best matches my priorities as an urban, college‑educated independent: it balances fiscal responsibility with targeted healthcare and education investments, supports pragmatic immigration policy, and commits to meaningful climate action I find realistic.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_4,4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Maintain current levels,Open borders,No new regulations,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,No new regulations,Profile B,0.2,6,0.25,"I chose this profile because it matches my background and policy preferences: as a 67-year-old suburban Republican with a college degree and a $60k–$100k household income, I favor lower taxes, prudent government spending, stricter immigration controls, and pragmatic climate policies that balance environmental goals with economic stability.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_5,5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),10% flat tax,Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Profile A,0.2,6,0.15,"I chose this profile because it matches my demographics and political outlook— as a 41-year-old, lower-income, non-college-educated Democrat in a suburban area I favor stronger healthcare and education funding, pro-immigrant policies, and active climate action.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_6,6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Open borders,No new regulations,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,No new regulations,Profile B,0.18,6,0.18,"I chose Profile B because it best balances fiscal responsibility with targeted investment in healthcare and education, offers pragmatic immigration policy, and supports practical climate actions—aligning with my priorities as a young, college-educated urban independent.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_7,7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile B,0.2,6,0.2,"I chose Profile B because it best matches my background and priorities as a 59-year-old rural Republican with modest income and no college degree: I favor lower taxes, practical healthcare and education support without large tax hikes, stricter immigration controls, and cautious climate policies that protect local jobs and household finances.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260405T113845Z_bdod6b_8,8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3_g8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,No new regulations,10% flat tax,Increase by 20%,Double public school funding,Points-based system,No new regulations,Profile B,0.1,5,0.1,"I chose Profile B because it prioritizes higher taxes to fund expanded healthcare and education, favors humane immigration policies, and commits to strong climate action—positions that align with my Democratic-leaning priorities for social welfare and environmental protection.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_1_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_1,1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Open borders,No new regulations,10% flat tax,Increase by 20%,Double public school funding,Points-based system,Green subsidies only,Profile A,0.15,6,0.2,"I chose Profile A because its mix of higher healthcare and education spending, progressive taxation, humane immigration policy, and ambitious climate action best aligns with my values as a 34-year-old, college-educated Democrat living in an urban area.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_2_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_2,2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Maintain current levels,Reduce by 50%,Green subsidies only,Profile B,0.15,6,0.15,"I chose this profile because it aligns with my conservative, rural priorities—favoring lower taxes, limited government spending, stricter immigration enforcement, and pragmatic support for healthcare, education, and sensible climate measures.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_3,3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Shift to voucher system,Open borders,Carbon tax ($50/ton),Profile A,0.3,5,0.2,"I chose Profile A because it balances moderate taxes with targeted healthcare and education investments, supports pragmatic immigration policies, and commits to realistic climate action—aligning with my priorities as an urban, college‑educated independent.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_4,4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Maintain current levels,Open borders,No new regulations,Profile A,0.25,6,0.25,"I chose this profile because it reflects my background and views: as a 67-year-old suburban Republican with a college degree and a $60k-$100k income, I prefer lower taxes, prudent government spending, stricter immigration controls, and pragmatic climate policies that balance environmental goals with economic stability.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_5,5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Current rates maintained,Increase by 20%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),10% flat tax,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Profile A,0.1,6,0.15,"I chose this profile because it matches my demographics and political views—as a 41-year-old, lower-income, non-college-educated Democrat in a suburban area I prefer stronger healthcare and education support, pro-immigrant policies, and active climate action.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_6,6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,Green subsidies only,Progressive (15-35%),Increase by 20%,Double public school funding,Points-based system,Carbon tax ($50/ton),Profile B,0.12,6,0.12,"I chose Profile B because it balances fiscal responsibility with targeted investments in healthcare and education, offers pragmatic immigration policy, and supports practical climate measures—aligning with my priorities as a young, college-educated urban independent who favors moderate, effective policies.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_7,7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Open borders,Carbon tax ($50/ton),Progressive (15-35%),Decrease by 15%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Profile B,0.25,6,0.25,"I chose this profile because, as a 59-year-old rural Republican with modest income and no college degree, I prefer lower taxes, practical healthcare and education support without large tax hikes, stricter immigration controls, and cautious climate policies that protect local jobs and household finances.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260405T113845Z_bdod6b_8,8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4_g8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Decrease by 15%,Shift to voucher system,Open borders,Green subsidies only,Progressive (15-35%),Maintain current levels,Double public school funding,Points-based system,No new regulations,Profile B,0.1,5,0.1,"I chose Profile B because it funds stronger healthcare and education through a progressive tax approach, supports humane immigration policies, and prioritizes ambitious climate action—positions that align with my Democratic-leaning values.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_1_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_1,1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,Current rates maintained,Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile A,0.2,6,0.2,"I chose Profile A because its combination of higher healthcare and education spending, more progressive taxation, humane immigration policies, and ambitious climate action best reflects my priorities as a 34-year-old, college-educated Democrat living in an urban area.",,,
