session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_3_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Maintain current levels,Double public school funding,Open borders,No new regulations,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,Carbon tax ($50/ton),Profile B,0.25,5,0.25,"I picked Profile B because it balances moderate taxes with strong investments in healthcare and education, supports pragmatic immigration policy and meaningful climate action—aligning with my priorities as an independent, urban professional who prefers practical, non-extreme solutions.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_4_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Increase by 20%,Shift to voucher system,Open borders,No new regulations,Profile A,0.2,6,0.2,"I chose Profile A because its combination of lower taxes, restrained spending, stricter immigration controls, and pragmatic climate policy best matches my views as a 67-year-old suburban Republican with a college degree and moderate income.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_5_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_5,5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Current rates maintained,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Decrease by 15%,Maintain current levels,Open borders,No new regulations,Profile A,0.15,5,0.15,"I chose this profile because it matches my demographics and political identity—a 41‑year‑old suburban woman, no college degree, low income, and a Democrat—so its priorities (expanded healthcare and education, progressive climate and immigration policies, and affordability concerns) reflect my values and policy preferences.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_6_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_6,6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Open borders,No new regulations,Current rates maintained,Increase by 20%,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile B,0.25,5,0.25,"I chose Profile B because its policy mix best matches my demographic and political preferences as a 23-year-old, college-educated, urban Independent: pragmatic, moderate policies that invest in education and healthcare, keep taxes reasonable, pursue sensible immigration reforms, and support practical climate action.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_7_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_7,7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Maintain current levels,Reduce by 50%,No new regulations,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,Green subsidies only,Profile A,0.2,5,0.2,"I picked Profile A because it aligns with my priorities as a 59-year-old rural Republican on a modest income: lower taxes, prudent spending on healthcare and education, sensible immigration limits, and pragmatic climate measures that protect jobs and keep costs down.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_8_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_8,8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,2,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Open borders,Green subsidies only,Progressive (15-35%),Increase by 20%,Maintain current levels,Points-based system,Green subsidies only,Profile B,0.25,5,0.35,"I chose Profile B because its higher healthcare and education spending, strong climate action, and humane immigration stance align with my Democratic, college-educated suburban values and priorities for pragmatic progressive policy.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Increase by 20%,Maintain current levels,Open borders,No new regulations,Progressive (15-35%),Increase by 20%,Double public school funding,Points-based system,No new regulations,Profile B,0.2,6,0.2,"I chose Profile B because it balances fiscal responsibility with targeted investments in healthcare and education, offers a pragmatic immigration approach, and emphasizes achievable climate action—an effective, realistic compromise I support.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_2_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,Current rates maintained,Increase by 20%,Shift to voucher system,Open borders,No new regulations,10% flat tax,Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile B,0.2,6,0.2,"I chose this profile because it matches my real background—a 52-year-old, working-class man in a rural area without a college degree and with a $30k–$60k household income who identifies as Republican—which shapes my policy priorities (lower taxes, limited government spending, stricter immigration, and pragmatic climate approaches).",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_3_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Maintain current levels,Double public school funding,Open borders,Green subsidies only,Progressive (15-35%),Decrease by 15%,Maintain current levels,Points-based system,No new regulations,Profile B,0.25,5,0.25,"I chose Profile B because it balances moderate taxes and fiscal responsibility with strong investments in healthcare and education, supports pragmatic immigration policy, and backs realistic climate action—aligning with my priorities as an independent, urban professional who prefers practical, non-extreme solutions.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_4_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Maintain current levels,Open borders,No new regulations,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,No new regulations,Profile B,0.1,6,0.2,"As a 67-year-old suburban Republican with a college degree and moderate income, I prefer lower taxes, restrained spending, stricter immigration controls, and pragmatic (less aggressive) climate policies, and Profile B’s mix of those positions best matches my priorities.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_5_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_5,5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),10% flat tax,Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Profile A,0.15,5,0.15,"I chose this profile because it matches my own background—a 41-year-old suburban woman with no college degree and a low household income—and therefore best reflects my priorities: affordability, stronger healthcare and education supports, and progressive climate and immigration policies consistent with my Democratic identity.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_6_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_6,6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Open borders,No new regulations,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,No new regulations,Profile B,0.25,5,0.25,"I chose Profile B because as a 23-year-old, college-educated urban Independent earning $30k–$60k I prefer pragmatic, moderate policies that invest in education and healthcare, keep taxes reasonable, support sensible immigration reform, and pursue practical climate action.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_7_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_7,7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile B,0.2,5,0.2,"I chose Profile B because, as a 59‑year‑old rural Republican with a modest income, its combination of lower taxes, prudent spending priorities, sensible immigration limits, and practical climate measures best matches my priorities of keeping costs and government overreach down while protecting jobs and essential services.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_8_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_8,8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,3,conjoint,10% flat tax,Decrease by 15%,Double public school funding,Points-based system,No new regulations,10% flat tax,Increase by 20%,Double public school funding,Points-based system,No new regulations,Profile B,0.1,6,0.2,"I chose Profile B because its higher healthcare and education spending, strong climate action, and humane immigration stance align with my Democratic, college-educated suburban priorities for pragmatic progressive investment in public goods.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Open borders,No new regulations,10% flat tax,Increase by 20%,Double public school funding,Points-based system,Green subsidies only,Profile A,0.2,6,0.2,"I chose Profile A because its progressive taxation funding expanded healthcare and education, pro-immigration stance, and strong climate policies align with my values as an urban, college-educated Democrat who prioritizes equity, robust public services, and environmental protection.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_2_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Maintain current levels,Reduce by 50%,Green subsidies only,Profile B,0.2,6,0.2,"I picked this profile because it matches my real background—a 52-year-old rural, working-class man without a college degree and a $30k–$60k household income who identifies as Republican—and it reflects my policy preferences for lower taxes, limited government spending, stricter immigration, and pragmatic climate approaches.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_3_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Shift to voucher system,Open borders,Carbon tax ($50/ton),Profile B,0.25,5,0.25,"I chose Profile B because its balance of moderate taxes with strong healthcare and education spending, pragmatic immigration policy, and meaningful but realistic climate action aligns with my priorities as an urban, college-educated independent who values practical, non-extreme solutions.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_4_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Maintain current levels,Open borders,No new regulations,Profile A,0.2,6,0.2,"I chose Profile A because as a 67-year-old suburban Republican with a college degree and moderate income I favor lower taxes, restrained government spending, stricter immigration controls, and pragmatic (less aggressive) climate policies, and this profile best matches those priorities.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_5_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_5,5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Current rates maintained,Increase by 20%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),10% flat tax,Increase by 20%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Profile A,0.12,5,0.15,I chose this profile because it matches my background—a 41‑year‑old suburban woman with no college degree and low household income who identifies as a Democrat—so it best reflects my priorities like affordable healthcare and education and progressive climate and immigration policies.,,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_6_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_6,6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g6,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Maintain current levels,Maintain current levels,Open borders,Green subsidies only,Progressive (15-35%),Increase by 20%,Double public school funding,Points-based system,Carbon tax ($50/ton),Profile B,0.25,5,0.25,"I chose this profile because as a 23-year-old, college-educated urban Independent earning $30k-$60k, I prefer pragmatic, moderate policies—reasonable taxes, targeted investment in healthcare and education, sensible immigration reform, and practical climate action.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_7_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_7,7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g7,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,Progressive (15-35%),Increase by 20%,Double public school funding,Open borders,Carbon tax ($50/ton),Progressive (15-35%),Decrease by 15%,Maintain current levels,Reduce by 50%,Carbon tax ($50/ton),Profile B,0.2,5,0.2,"I chose Profile B because it best matches my priorities as a 59-year-old rural Republican with a modest income: lower taxes, restrained government spending on programs, sensible immigration limits, and pragmatic climate policies that protect jobs and keep costs manageable.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_8_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_8,8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g8,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,4,conjoint,10% flat tax,Decrease by 15%,Shift to voucher system,Open borders,Green subsidies only,Progressive (15-35%),Maintain current levels,Double public school funding,Points-based system,No new regulations,Profile B,0.15,6,0.2,"I chose Profile B because its higher healthcare and education spending, strong climate action, and humane immigration stance align with my Democratic, college-educated suburban values and preference for pragmatic progressive investments in public goods while keeping fiscal practicality in mind.",,,
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1_conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,5,conjoint,Current rates maintained,Maintain current levels,Maintain current levels,Points-based system,Carbon tax ($50/ton),Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile A,0.2,6,0.2,"As an urban, college-educated Democrat in my 30s, I favored proposals that expand healthcare and education funded by progressive taxes, support pro-immigration policies, and pursue strong climate action because they align with my priorities of equity, robust public services, and environmental protection.",,,
