session_id,module_id,subsession_id,group_id,round_number,module,num_players
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g3,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g4,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g5,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g6,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g7,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r2_g8,2,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g1,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g2,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g3,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g4,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g5,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g6,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g7,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r3_g8,3,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g1,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g2,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g3,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g4,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g5,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g6,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g7,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r4_g8,4,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g1,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g2,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g3,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g4,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g5,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g6,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g7,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_conjoint_r5_g8,5,conjoint,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g1,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g2,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g3,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g4,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g5,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g6,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g7,1,debrief,1
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260518T134405Z_bdod6b_s1_debrief_r1_g8,1,debrief,1
