session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,pgg_quiz_1,pgg_quiz_1_speculation_score,pgg_quiz_2,pgg_quiz_2_speculation_score,pgg_quiz_3,pgg_quiz_3_speculation_score,endowment,decision,decision_speculation_score,public_account_earnings,private_account_remaining,payoff,belief,belief_speculation_score,comments
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_15_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_15,15,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,17,0,0.0,7,17,24,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_16_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_16,16,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,The total tokens in the public account decrease,0.0,17,10,0.1,7,7,14,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_17_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_17,17,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,The total tokens in the public account decrease,0.0,12,3,0.2,11.5,9,20.5,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_18_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_18,18,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,The total tokens in the public account decrease,0.05,14,7,0.2,11.5,7,18.5,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_19_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_19,19,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,The total tokens in the public account decrease,0.0,12,6,0.2,11.5,6,17.5,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_20_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_20,20,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,Other group members' earnings increase,0.0,14,7,0.2,11.5,7,18.5,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_21_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_21,21,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,Other group members' earnings increase,0.0,14,0,0.1,7,14,21,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_22_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_22,22,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,The total tokens in the public account decrease,0.0,15,6,0.1,7,9,16,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_23_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_23,23,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,14,0,0.1,7,14,21,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_24_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,public_good_experiment_20260405T113818Z_xaji0y_24,24,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,12,8,0.3,7,4,11,,,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_1_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_1,1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,7,0.2,12,10,22,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_2_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_2,2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,5,0.05,12,12,24,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_3_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_3,3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,6,0.3,12,11,23,6,0.4,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_4_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_4,4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,6,0.2,12,10,22,6,0.2,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_5_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_5,5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,0,0.1,0,11,11,1,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_6_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_6,6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,0,0.2,0.0,16,16.0,1,0.8,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_7_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_7,7,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,0,0.1,0,11,11,1,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_8_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_8,8,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,0,0.1,1,11,12,1,0.6,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_9_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_9,9,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,8,0.2,13.5,8,21.5,7,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_10_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_10,10,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,12,6,0.3,13.5,6,19.5,7,0.5,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_11_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_11,11,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,15,4,0.1,13.5,11,24.5,7,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_12_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_12,12,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,9,0.2,13.5,7,20.5,7,0.9,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_13_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_13,13,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,13,0,0.2,3,13,16,4,0.6,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_14_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_14,14,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,2,0.2,3,9,12,4,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_15_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_15,15,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,0,0.0,3,11,14,4,0.6,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_16_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_16,16,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,4,0.1,3,7,10,4,0.3,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_17_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_17,17,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,4,0.3,14.5,12,26.5,6,0.6,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_18_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_18,18,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,9,0.2,14.5,7,21.5,6,0.2,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_19_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_19,19,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,10,0.0,14.5,6,20.5,6,0.3,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_20_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_20,20,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,6,0.2,14.5,10,24.5,6,0.5,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_21_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_21,21,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,3,0.05,9.5,14,23.5,4,0.9,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_22_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_22,22,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,3,0.2,9.5,14,23.5,4,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_23_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_23,23,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,0,0.1,9.5,17,26.5,4,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_24_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,public_good_experiment_20260405T113818Z_xaji0y_24,24,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,13,0.2,9.5,4,13.5,4,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_1_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_1,1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,6,0.1,12,10,22,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_2_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_2,2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,17,6,0.1,12,11,23,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_3_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_3,3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,6,0.2,12,10,22,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_4_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_4,4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,6,0.2,12,10,22,6,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_5_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_5,5,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,0,0.0,0,12,12,1,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_6_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_6,6,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,19,0,0.1,0,19,19,1,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_7_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_7,7,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,0,0.1,0,12,12,1,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_8_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_8,8,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,19,0,0.1,0,19,19,1,0.3,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_9_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_9,9,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,18,10,0.1,16,8,24,7,0.1,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_10_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_10,10,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,6,0.3,16,6,22,7,0.2,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_11_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_11,11,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,18,8,0.1,16,10,26,7,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_12_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_12,12,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,15,8,0.1,16,7,23,7,0.0,
public_good_experiment_20260405T113818Z_xaji0y_s1,public_good_experiment_20260405T113818Z_xaji0y_13_public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,public_good_experiment_20260405T113818Z_xaji0y_13,13,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3_g4,public_good_experiment_20260405T113818Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,18,0,0.2,3,18,21,4,0.2,
