ID,module,round_number,class,name,value
6,conjoint,1,Player,profile_a_healthcare_spending,Maintain current levels
6,conjoint,2,Player,profile_a_healthcare_spending,Increase by 20%
6,conjoint,3,Player,profile_a_healthcare_spending,Decrease by 15%
6,conjoint,4,Player,profile_a_healthcare_spending,Maintain current levels
6,conjoint,5,Player,profile_a_healthcare_spending,Maintain current levels
7,conjoint,1,Player,profile_a_healthcare_spending,Maintain current levels
7,conjoint,2,Player,profile_a_healthcare_spending,Increase by 20%
7,conjoint,3,Player,profile_a_healthcare_spending,Decrease by 15%
7,conjoint,4,Player,profile_a_healthcare_spending,Increase by 20%
7,conjoint,5,Player,profile_a_healthcare_spending,Decrease by 15%
8,conjoint,1,Player,profile_a_healthcare_spending,Maintain current levels
8,conjoint,2,Player,profile_a_healthcare_spending,Increase by 20%
8,conjoint,3,Player,profile_a_healthcare_spending,Decrease by 15%
8,conjoint,4,Player,profile_a_healthcare_spending,Decrease by 15%
8,conjoint,5,Player,profile_a_healthcare_spending,Increase by 20%
1,conjoint,1,Player,profile_a_education_spending,Double public school funding
1,conjoint,2,Player,profile_a_education_spending,Double public school funding
1,conjoint,3,Player,profile_a_education_spending,Maintain current levels
1,conjoint,4,Player,profile_a_education_spending,Double public school funding
1,conjoint,5,Player,profile_a_education_spending,Maintain current levels
2,conjoint,1,Player,profile_a_education_spending,Shift to voucher system
2,conjoint,2,Player,profile_a_education_spending,Shift to voucher system
2,conjoint,3,Player,profile_a_education_spending,Shift to voucher system
2,conjoint,4,Player,profile_a_education_spending,Shift to voucher system
2,conjoint,5,Player,profile_a_education_spending,Shift to voucher system
3,conjoint,1,Player,profile_a_education_spending,Shift to voucher system
3,conjoint,2,Player,profile_a_education_spending,Double public school funding
3,conjoint,3,Player,profile_a_education_spending,Double public school funding
3,conjoint,4,Player,profile_a_education_spending,Double public school funding
3,conjoint,5,Player,profile_a_education_spending,Shift to voucher system
4,conjoint,1,Player,profile_a_education_spending,Maintain current levels
4,conjoint,2,Player,profile_a_education_spending,Maintain current levels
4,conjoint,3,Player,profile_a_education_spending,Maintain current levels
4,conjoint,4,Player,profile_a_education_spending,Double public school funding
4,conjoint,5,Player,profile_a_education_spending,Shift to voucher system
5,conjoint,1,Player,profile_a_education_spending,Maintain current levels
5,conjoint,2,Player,profile_a_education_spending,Maintain current levels
5,conjoint,3,Player,profile_a_education_spending,Maintain current levels
5,conjoint,4,Player,profile_a_education_spending,Double public school funding
5,conjoint,5,Player,profile_a_education_spending,Maintain current levels
6,conjoint,1,Player,profile_a_education_spending,Shift to voucher system
6,conjoint,2,Player,profile_a_education_spending,Shift to voucher system
6,conjoint,3,Player,profile_a_education_spending,Shift to voucher system
6,conjoint,4,Player,profile_a_education_spending,Maintain current levels
6,conjoint,5,Player,profile_a_education_spending,Shift to voucher system
7,conjoint,1,Player,profile_a_education_spending,Shift to voucher system
7,conjoint,2,Player,profile_a_education_spending,Maintain current levels
7,conjoint,3,Player,profile_a_education_spending,Shift to voucher system
7,conjoint,4,Player,profile_a_education_spending,Double public school funding
7,conjoint,5,Player,profile_a_education_spending,Double public school funding
8,conjoint,1,Player,profile_a_education_spending,Shift to voucher system
8,conjoint,2,Player,profile_a_education_spending,Shift to voucher system
8,conjoint,3,Player,profile_a_education_spending,Double public school funding
8,conjoint,4,Player,profile_a_education_spending,Shift to voucher system
8,conjoint,5,Player,profile_a_education_spending,Maintain current levels
1,conjoint,1,Player,profile_a_immigration_policy,Points-based system
1,conjoint,2,Player,profile_a_immigration_policy,Open borders
1,conjoint,3,Player,profile_a_immigration_policy,Open borders
1,conjoint,4,Player,profile_a_immigration_policy,Open borders
1,conjoint,5,Player,profile_a_immigration_policy,Points-based system
2,conjoint,1,Player,profile_a_immigration_policy,Reduce by 50%
2,conjoint,2,Player,profile_a_immigration_policy,Reduce by 50%
2,conjoint,3,Player,profile_a_immigration_policy,Open borders
2,conjoint,4,Player,profile_a_immigration_policy,Points-based system
2,conjoint,5,Player,profile_a_immigration_policy,Open borders
3,conjoint,1,Player,profile_a_immigration_policy,Open borders
3,conjoint,2,Player,profile_a_immigration_policy,Open borders
3,conjoint,3,Player,profile_a_immigration_policy,Open borders
3,conjoint,4,Player,profile_a_immigration_policy,Reduce by 50%
3,conjoint,5,Player,profile_a_immigration_policy,Points-based system
4,conjoint,1,Player,profile_a_immigration_policy,Open borders
4,conjoint,2,Player,profile_a_immigration_policy,Reduce by 50%
4,conjoint,3,Player,profile_a_immigration_policy,Open borders
4,conjoint,4,Player,profile_a_immigration_policy,Reduce by 50%
4,conjoint,5,Player,profile_a_immigration_policy,Open borders
5,conjoint,1,Player,profile_a_immigration_policy,Points-based system
5,conjoint,2,Player,profile_a_immigration_policy,Reduce by 50%
5,conjoint,3,Player,profile_a_immigration_policy,Reduce by 50%
5,conjoint,4,Player,profile_a_immigration_policy,Reduce by 50%
5,conjoint,5,Player,profile_a_immigration_policy,Open borders
6,conjoint,1,Player,profile_a_immigration_policy,Points-based system
6,conjoint,2,Player,profile_a_immigration_policy,Open borders
6,conjoint,3,Player,profile_a_immigration_policy,Open borders
6,conjoint,4,Player,profile_a_immigration_policy,Open borders
6,conjoint,5,Player,profile_a_immigration_policy,Points-based system
7,conjoint,1,Player,profile_a_immigration_policy,Reduce by 50%
7,conjoint,2,Player,profile_a_immigration_policy,Reduce by 50%
7,conjoint,3,Player,profile_a_immigration_policy,Points-based system
7,conjoint,4,Player,profile_a_immigration_policy,Open borders
7,conjoint,5,Player,profile_a_immigration_policy,Points-based system
8,conjoint,1,Player,profile_a_immigration_policy,Reduce by 50%
8,conjoint,2,Player,profile_a_immigration_policy,Open borders
8,conjoint,3,Player,profile_a_immigration_policy,Points-based system
8,conjoint,4,Player,profile_a_immigration_policy,Open borders
8,conjoint,5,Player,profile_a_immigration_policy,Reduce by 50%
1,conjoint,1,Player,profile_a_climate_policy,Green subsidies only
1,conjoint,2,Player,profile_a_climate_policy,Carbon tax ($50/ton)
1,conjoint,3,Player,profile_a_climate_policy,No new regulations
1,conjoint,4,Player,profile_a_climate_policy,No new regulations
1,conjoint,5,Player,profile_a_climate_policy,Carbon tax ($50/ton)
2,conjoint,1,Player,profile_a_climate_policy,Green subsidies only
2,conjoint,2,Player,profile_a_climate_policy,No new regulations
2,conjoint,3,Player,profile_a_climate_policy,No new regulations
2,conjoint,4,Player,profile_a_climate_policy,Carbon tax ($50/ton)
2,conjoint,5,Player,profile_a_climate_policy,No new regulations
3,conjoint,1,Player,profile_a_climate_policy,No new regulations
3,conjoint,2,Player,profile_a_climate_policy,No new regulations
3,conjoint,3,Player,profile_a_climate_policy,Green subsidies only
3,conjoint,4,Player,profile_a_climate_policy,Carbon tax ($50/ton)
3,conjoint,5,Player,profile_a_climate_policy,Carbon tax ($50/ton)
4,conjoint,1,Player,profile_a_climate_policy,No new regulations
4,conjoint,2,Player,profile_a_climate_policy,Carbon tax ($50/ton)
4,conjoint,3,Player,profile_a_climate_policy,No new regulations
4,conjoint,4,Player,profile_a_climate_policy,Carbon tax ($50/ton)
4,conjoint,5,Player,profile_a_climate_policy,Green subsidies only
5,conjoint,1,Player,profile_a_climate_policy,Carbon tax ($50/ton)
5,conjoint,2,Player,profile_a_climate_policy,Carbon tax ($50/ton)
5,conjoint,3,Player,profile_a_climate_policy,Carbon tax ($50/ton)
5,conjoint,4,Player,profile_a_climate_policy,Carbon tax ($50/ton)
5,conjoint,5,Player,profile_a_climate_policy,Green subsidies only
6,conjoint,1,Player,profile_a_climate_policy,Carbon tax ($50/ton)
6,conjoint,2,Player,profile_a_climate_policy,No new regulations
6,conjoint,3,Player,profile_a_climate_policy,No new regulations
6,conjoint,4,Player,profile_a_climate_policy,Green subsidies only
6,conjoint,5,Player,profile_a_climate_policy,Carbon tax ($50/ton)
7,conjoint,1,Player,profile_a_climate_policy,Green subsidies only
7,conjoint,2,Player,profile_a_climate_policy,No new regulations
7,conjoint,3,Player,profile_a_climate_policy,Carbon tax ($50/ton)
7,conjoint,4,Player,profile_a_climate_policy,Carbon tax ($50/ton)
7,conjoint,5,Player,profile_a_climate_policy,No new regulations
8,conjoint,1,Player,profile_a_climate_policy,Green subsidies only
8,conjoint,2,Player,profile_a_climate_policy,Green subsidies only
8,conjoint,3,Player,profile_a_climate_policy,No new regulations
8,conjoint,4,Player,profile_a_climate_policy,Green subsidies only
8,conjoint,5,Player,profile_a_climate_policy,No new regulations
1,conjoint,1,Player,profile_b_tax_rate,10% flat tax
1,conjoint,2,Player,profile_b_tax_rate,Progressive (15-35%)
1,conjoint,3,Player,profile_b_tax_rate,Progressive (15-35%)
1,conjoint,4,Player,profile_b_tax_rate,10% flat tax
1,conjoint,5,Player,profile_b_tax_rate,Progressive (15-35%)
2,conjoint,1,Player,profile_b_tax_rate,10% flat tax
2,conjoint,2,Player,profile_b_tax_rate,Progressive (15-35%)
2,conjoint,3,Player,profile_b_tax_rate,10% flat tax
2,conjoint,4,Player,profile_b_tax_rate,Current rates maintained
2,conjoint,5,Player,profile_b_tax_rate,Progressive (15-35%)
3,conjoint,1,Player,profile_b_tax_rate,Progressive (15-35%)
3,conjoint,2,Player,profile_b_tax_rate,Progressive (15-35%)
3,conjoint,3,Player,profile_b_tax_rate,Progressive (15-35%)
3,conjoint,4,Player,profile_b_tax_rate,Current rates maintained
3,conjoint,5,Player,profile_b_tax_rate,Current rates maintained
4,conjoint,1,Player,profile_b_tax_rate,Current rates maintained
4,conjoint,2,Player,profile_b_tax_rate,Current rates maintained
4,conjoint,3,Player,profile_b_tax_rate,Progressive (15-35%)
4,conjoint,4,Player,profile_b_tax_rate,Current rates maintained
4,conjoint,5,Player,profile_b_tax_rate,Progressive (15-35%)
5,conjoint,1,Player,profile_b_tax_rate,10% flat tax
5,conjoint,2,Player,profile_b_tax_rate,Current rates maintained
5,conjoint,3,Player,profile_b_tax_rate,10% flat tax
5,conjoint,4,Player,profile_b_tax_rate,10% flat tax
5,conjoint,5,Player,profile_b_tax_rate,Current rates maintained
6,conjoint,1,Player,profile_b_tax_rate,Progressive (15-35%)
6,conjoint,2,Player,profile_b_tax_rate,Current rates maintained
6,conjoint,3,Player,profile_b_tax_rate,10% flat tax
6,conjoint,4,Player,profile_b_tax_rate,Progressive (15-35%)
6,conjoint,5,Player,profile_b_tax_rate,Current rates maintained
7,conjoint,1,Player,profile_b_tax_rate,10% flat tax
7,conjoint,2,Player,profile_b_tax_rate,Progressive (15-35%)
7,conjoint,3,Player,profile_b_tax_rate,Current rates maintained
7,conjoint,4,Player,profile_b_tax_rate,Progressive (15-35%)
7,conjoint,5,Player,profile_b_tax_rate,10% flat tax
8,conjoint,1,Player,profile_b_tax_rate,Current rates maintained
8,conjoint,2,Player,profile_b_tax_rate,Progressive (15-35%)
8,conjoint,3,Player,profile_b_tax_rate,10% flat tax
8,conjoint,4,Player,profile_b_tax_rate,Progressive (15-35%)
8,conjoint,5,Player,profile_b_tax_rate,Current rates maintained
1,conjoint,1,Player,profile_b_healthcare_spending,Increase by 20%
1,conjoint,2,Player,profile_b_healthcare_spending,Decrease by 15%
1,conjoint,3,Player,profile_b_healthcare_spending,Increase by 20%
1,conjoint,4,Player,profile_b_healthcare_spending,Increase by 20%
1,conjoint,5,Player,profile_b_healthcare_spending,Maintain current levels
2,conjoint,1,Player,profile_b_healthcare_spending,Maintain current levels
2,conjoint,2,Player,profile_b_healthcare_spending,Decrease by 15%
2,conjoint,3,Player,profile_b_healthcare_spending,Maintain current levels
2,conjoint,4,Player,profile_b_healthcare_spending,Maintain current levels
2,conjoint,5,Player,profile_b_healthcare_spending,Increase by 20%
3,conjoint,1,Player,profile_b_healthcare_spending,Maintain current levels
3,conjoint,2,Player,profile_b_healthcare_spending,Maintain current levels
3,conjoint,3,Player,profile_b_healthcare_spending,Decrease by 15%
3,conjoint,4,Player,profile_b_healthcare_spending,Maintain current levels
3,conjoint,5,Player,profile_b_healthcare_spending,Decrease by 15%
4,conjoint,1,Player,profile_b_healthcare_spending,Increase by 20%
4,conjoint,2,Player,profile_b_healthcare_spending,Increase by 20%
4,conjoint,3,Player,profile_b_healthcare_spending,Maintain current levels
4,conjoint,4,Player,profile_b_healthcare_spending,Maintain current levels
4,conjoint,5,Player,profile_b_healthcare_spending,Decrease by 15%
5,conjoint,1,Player,profile_b_healthcare_spending,Decrease by 15%
5,conjoint,2,Player,profile_b_healthcare_spending,Decrease by 15%
5,conjoint,3,Player,profile_b_healthcare_spending,Maintain current levels
5,conjoint,4,Player,profile_b_healthcare_spending,Increase by 20%
5,conjoint,5,Player,profile_b_healthcare_spending,Decrease by 15%
6,conjoint,1,Player,profile_b_healthcare_spending,Decrease by 15%
6,conjoint,2,Player,profile_b_healthcare_spending,Increase by 20%
6,conjoint,3,Player,profile_b_healthcare_spending,Maintain current levels
6,conjoint,4,Player,profile_b_healthcare_spending,Increase by 20%
6,conjoint,5,Player,profile_b_healthcare_spending,Maintain current levels
7,conjoint,1,Player,profile_b_healthcare_spending,Maintain current levels
7,conjoint,2,Player,profile_b_healthcare_spending,Increase by 20%
7,conjoint,3,Player,profile_b_healthcare_spending,Maintain current levels
7,conjoint,4,Player,profile_b_healthcare_spending,Decrease by 15%
7,conjoint,5,Player,profile_b_healthcare_spending,Maintain current levels
8,conjoint,1,Player,profile_b_healthcare_spending,Decrease by 15%
8,conjoint,2,Player,profile_b_healthcare_spending,Increase by 20%
8,conjoint,3,Player,profile_b_healthcare_spending,Increase by 20%
8,conjoint,4,Player,profile_b_healthcare_spending,Maintain current levels
8,conjoint,5,Player,profile_b_healthcare_spending,Maintain current levels
1,conjoint,1,Player,profile_b_education_spending,Maintain current levels
1,conjoint,2,Player,profile_b_education_spending,Maintain current levels
1,conjoint,3,Player,profile_b_education_spending,Double public school funding
1,conjoint,4,Player,profile_b_education_spending,Double public school funding
1,conjoint,5,Player,profile_b_education_spending,Shift to voucher system
2,conjoint,1,Player,profile_b_education_spending,Shift to voucher system
2,conjoint,2,Player,profile_b_education_spending,Shift to voucher system
2,conjoint,3,Player,profile_b_education_spending,Shift to voucher system
2,conjoint,4,Player,profile_b_education_spending,Maintain current levels
2,conjoint,5,Player,profile_b_education_spending,Maintain current levels
3,conjoint,1,Player,profile_b_education_spending,Shift to voucher system
3,conjoint,2,Player,profile_b_education_spending,Maintain current levels
3,conjoint,3,Player,profile_b_education_spending,Maintain current levels
3,conjoint,4,Player,profile_b_education_spending,Shift to voucher system
3,conjoint,5,Player,profile_b_education_spending,Shift to voucher system
4,conjoint,1,Player,profile_b_education_spending,Maintain current levels
4,conjoint,2,Player,profile_b_education_spending,Shift to voucher system
4,conjoint,3,Player,profile_b_education_spending,Maintain current levels
4,conjoint,4,Player,profile_b_education_spending,Maintain current levels
4,conjoint,5,Player,profile_b_education_spending,Shift to voucher system
5,conjoint,1,Player,profile_b_education_spending,Maintain current levels
5,conjoint,2,Player,profile_b_education_spending,Maintain current levels
5,conjoint,3,Player,profile_b_education_spending,Maintain current levels
5,conjoint,4,Player,profile_b_education_spending,Maintain current levels
5,conjoint,5,Player,profile_b_education_spending,Double public school funding
6,conjoint,1,Player,profile_b_education_spending,Shift to voucher system
6,conjoint,2,Player,profile_b_education_spending,Shift to voucher system
6,conjoint,3,Player,profile_b_education_spending,Maintain current levels
6,conjoint,4,Player,profile_b_education_spending,Double public school funding
6,conjoint,5,Player,profile_b_education_spending,Maintain current levels
7,conjoint,1,Player,profile_b_education_spending,Double public school funding
7,conjoint,2,Player,profile_b_education_spending,Shift to voucher system
7,conjoint,3,Player,profile_b_education_spending,Shift to voucher system
7,conjoint,4,Player,profile_b_education_spending,Maintain current levels
7,conjoint,5,Player,profile_b_education_spending,Maintain current levels
8,conjoint,1,Player,profile_b_education_spending,Double public school funding
8,conjoint,2,Player,profile_b_education_spending,Maintain current levels
8,conjoint,3,Player,profile_b_education_spending,Double public school funding
8,conjoint,4,Player,profile_b_education_spending,Double public school funding
8,conjoint,5,Player,profile_b_education_spending,Double public school funding
1,conjoint,1,Player,profile_b_immigration_policy,Reduce by 50%
1,conjoint,2,Player,profile_b_immigration_policy,Reduce by 50%
1,conjoint,3,Player,profile_b_immigration_policy,Points-based system
1,conjoint,4,Player,profile_b_immigration_policy,Points-based system
1,conjoint,5,Player,profile_b_immigration_policy,Points-based system
2,conjoint,1,Player,profile_b_immigration_policy,Reduce by 50%
2,conjoint,2,Player,profile_b_immigration_policy,Points-based system
2,conjoint,3,Player,profile_b_immigration_policy,Points-based system
2,conjoint,4,Player,profile_b_immigration_policy,Reduce by 50%
2,conjoint,5,Player,profile_b_immigration_policy,Open borders
3,conjoint,1,Player,profile_b_immigration_policy,Reduce by 50%
3,conjoint,2,Player,profile_b_immigration_policy,Open borders
3,conjoint,3,Player,profile_b_immigration_policy,Points-based system
3,conjoint,4,Player,profile_b_immigration_policy,Open borders
3,conjoint,5,Player,profile_b_immigration_policy,Points-based system
4,conjoint,1,Player,profile_b_immigration_policy,Open borders
4,conjoint,2,Player,profile_b_immigration_policy,Open borders
4,conjoint,3,Player,profile_b_immigration_policy,Open borders
4,conjoint,4,Player,profile_b_immigration_policy,Open borders
4,conjoint,5,Player,profile_b_immigration_policy,Reduce by 50%
5,conjoint,1,Player,profile_b_immigration_policy,Reduce by 50%
5,conjoint,2,Player,profile_b_immigration_policy,Open borders
5,conjoint,3,Player,profile_b_immigration_policy,Points-based system
5,conjoint,4,Player,profile_b_immigration_policy,Reduce by 50%
5,conjoint,5,Player,profile_b_immigration_policy,Reduce by 50%
6,conjoint,1,Player,profile_b_immigration_policy,Points-based system
6,conjoint,2,Player,profile_b_immigration_policy,Reduce by 50%
6,conjoint,3,Player,profile_b_immigration_policy,Points-based system
6,conjoint,4,Player,profile_b_immigration_policy,Points-based system
6,conjoint,5,Player,profile_b_immigration_policy,Open borders
7,conjoint,1,Player,profile_b_immigration_policy,Reduce by 50%
7,conjoint,2,Player,profile_b_immigration_policy,Points-based system
7,conjoint,3,Player,profile_b_immigration_policy,Reduce by 50%
7,conjoint,4,Player,profile_b_immigration_policy,Reduce by 50%
7,conjoint,5,Player,profile_b_immigration_policy,Open borders
8,conjoint,1,Player,profile_b_immigration_policy,Points-based system
8,conjoint,2,Player,profile_b_immigration_policy,Points-based system
8,conjoint,3,Player,profile_b_immigration_policy,Points-based system
8,conjoint,4,Player,profile_b_immigration_policy,Points-based system
8,conjoint,5,Player,profile_b_immigration_policy,Reduce by 50%
1,conjoint,1,Player,profile_b_climate_policy,No new regulations
1,conjoint,2,Player,profile_b_climate_policy,Carbon tax ($50/ton)
1,conjoint,3,Player,profile_b_climate_policy,No new regulations
1,conjoint,4,Player,profile_b_climate_policy,Green subsidies only
1,conjoint,5,Player,profile_b_climate_policy,Carbon tax ($50/ton)
2,conjoint,1,Player,profile_b_climate_policy,Green subsidies only
2,conjoint,2,Player,profile_b_climate_policy,Green subsidies only
2,conjoint,3,Player,profile_b_climate_policy,Carbon tax ($50/ton)
2,conjoint,4,Player,profile_b_climate_policy,Green subsidies only
2,conjoint,5,Player,profile_b_climate_policy,Green subsidies only
3,conjoint,1,Player,profile_b_climate_policy,Carbon tax ($50/ton)
3,conjoint,2,Player,profile_b_climate_policy,Carbon tax ($50/ton)
3,conjoint,3,Player,profile_b_climate_policy,No new regulations
3,conjoint,4,Player,profile_b_climate_policy,Carbon tax ($50/ton)
3,conjoint,5,Player,profile_b_climate_policy,Carbon tax ($50/ton)
4,conjoint,1,Player,profile_b_climate_policy,No new regulations
4,conjoint,2,Player,profile_b_climate_policy,No new regulations
4,conjoint,3,Player,profile_b_climate_policy,No new regulations
4,conjoint,4,Player,profile_b_climate_policy,No new regulations
4,conjoint,5,Player,profile_b_climate_policy,No new regulations
5,conjoint,1,Player,profile_b_climate_policy,No new regulations
5,conjoint,2,Player,profile_b_climate_policy,No new regulations
5,conjoint,3,Player,profile_b_climate_policy,Carbon tax ($50/ton)
5,conjoint,4,Player,profile_b_climate_policy,Carbon tax ($50/ton)
5,conjoint,5,Player,profile_b_climate_policy,Carbon tax ($50/ton)
6,conjoint,1,Player,profile_b_climate_policy,Green subsidies only
6,conjoint,2,Player,profile_b_climate_policy,Green subsidies only
6,conjoint,3,Player,profile_b_climate_policy,No new regulations
6,conjoint,4,Player,profile_b_climate_policy,Carbon tax ($50/ton)
6,conjoint,5,Player,profile_b_climate_policy,Green subsidies only
7,conjoint,1,Player,profile_b_climate_policy,Green subsidies only
7,conjoint,2,Player,profile_b_climate_policy,Green subsidies only
7,conjoint,3,Player,profile_b_climate_policy,Green subsidies only
7,conjoint,4,Player,profile_b_climate_policy,Carbon tax ($50/ton)
7,conjoint,5,Player,profile_b_climate_policy,No new regulations
8,conjoint,1,Player,profile_b_climate_policy,No new regulations
8,conjoint,2,Player,profile_b_climate_policy,Green subsidies only
8,conjoint,3,Player,profile_b_climate_policy,No new regulations
8,conjoint,4,Player,profile_b_climate_policy,No new regulations
8,conjoint,5,Player,profile_b_climate_policy,Carbon tax ($50/ton)
